video_s,motion_px,frame_difference,sharpness,brightness,workout_s,speed_mps,heart_rate_bpm,latitude,longitude,altitude_m,pace_min_km,sensor_conflict,low_motion,stop_candidate,repeated_frame,missing_speed
81.0,5.995216369628906,24.327795138888888,1375.2293328121987,102.75819444444444,81.0,2.8,127.17975905867922,40.00081,-104.998785,1612.15,5.952380952380953,False,False,False,False,False
81.5,5.995328426361084,24.251944444444444,1372.8069276572144,102.7840625,81.5,2.8,127.17975905867922,40.00081,-104.998785,1612.15,5.952380952380953,False,False,False,False,False
82.0,5.995237350463867,24.229913194444446,1373.6188051203221,102.77196180555555,82.0,2.8,127.09818539158312,40.00082,-104.99877,1612.3,5.952380952380953,False,False,False,False,False
82.5,5.995330810546875,24.2234375,1372.2979645833334,102.76352430555555,82.5,2.8,127.09818539158312,40.00082,-104.99877,1612.3,5.952380952380953,False,False,False,False,False
83.0,5.995401382446289,24.28685763888889,1374.4361758532866,102.67868055555556,83.0,2.8,127.04099376910976,40.00083,-104.998755,1612.45,5.952380952380953,False,False,False,False,False
83.5,5.994933605194092,24.36998263888889,1375.7223171630862,102.59550347222222,83.5,2.8,127.04099376910976,40.00083,-104.998755,1612.45,5.952380952380953,False,False,False,False,False
84.0,5.995205879211426,24.393680555555555,1373.8280493462457,102.70196180555556,84.0,2.8,127.00836066321658,40.00084,-104.99874,1612.6,5.952380952380953,False,False,False,False,False
84.5,5.995461940765381,24.305520833333333,1370.7663532877605,102.70866319444444,84.5,2.8,127.00836066321658,40.00084,-104.99874,1612.6,5.952380952380953,False,False,False,False,False
85.0,5.995517730712891,24.303854166666667,1372.01407174449,102.73064236111111,85.0,2.8,127.00038676746368,40.00085,-104.998725,1612.75,5.952380952380953,False,False,False,False,False
85.5,5.995473861694336,24.31515625,1372.3077012152778,102.71017361111112,85.5,2.8,127.00038676746368,40.00085,-104.998725,1612.75,5.952380952380953,False,False,False,False,False
86.0,5.995560169219971,24.367795138888887,1374.4215787082248,102.60515625,86.0,2.8,127.01709668631108,40.00086,-104.99871,1612.9,5.952380952380953,False,False,False,False,False
86.5,5.9955644607543945,24.40628472222222,1374.6803602961031,102.61175347222222,86.5,2.8,127.01709668631108,40.00086,-104.99871,1612.9,5.952380952380953,False,False,False,False,False
87.0,5.995420455932617,24.376527777777778,1372.8252773434485,102.70696180555555,87.0,2.8,127.05843885919876,40.00087,-104.998695,1613.05,5.952380952380953,False,False,False,False,False
87.5,5.99554443359375,24.284166666666668,1371.6102458285106,102.72710069444445,87.5,2.8,127.05843885919876,40.00087,-104.998695,1613.05,5.952380952380953,False,False,False,False,False
88.0,5.995514392852783,24.25920138888889,1371.6047395155165,102.70713541666667,88.0,2.8,127.12428571964304,40.00088,-104.99868,1613.2,5.952380952380953,False,False,False,False,False
88.5,5.995512008666992,24.260104166666668,1372.1924092291188,102.67897569444445,88.5,2.8,127.12428571964304,40.00088,-104.99868,1613.2,5.952380952380953,False,False,False,False,False
89.0,5.9955153465271,24.3390625,1373.764501345486,102.57116319444444,89.0,2.8,127.21443408885914,40.00089,-104.998665,1613.35,5.952380952380953,False,False,False,False,False
89.5,5.995534896850586,24.355850694444445,1372.4606970844789,102.6084375,89.5,2.8,127.21443408885914,40.00089,-104.998665,1613.35,5.952380952380953,False,False,False,False,False
