video_s,motion_px,frame_difference,sharpness,brightness,workout_s,speed_mps,heart_rate_bpm,latitude,longitude,altitude_m,cadence_spm,running_power_w,spo2_percent,spo2_sample_s,core_temperature_c,core_temperature_source,core_temperature_sample_s,pace_min_km,sensor_conflict,low_motion,stop_candidate,repeated_frame,missing_speed,heart_rate_zone
55.0,8.116043090820312,28.046944444444446,6606.013820456875,153.78315972222222,55.0,1.645,162.0,40.000854804331496,-104.99998968828112,1621.9,153.0,250.0,,,37.89,Simulated external core-temperature sensor,55.0,10.131712259371835,False,False,False,False,False,4.0
55.5,11.26186752319336,26.751440972222223,6166.424942881945,155.70473958333332,55.5,1.645,162.0,40.000854804331496,-104.99998968828112,1621.9,153.0,250.0,,,37.89,Simulated external core-temperature sensor,55.0,10.131712259371835,False,False,False,False,False,4.0
56.0,6.094444274902344,24.432986111111113,6206.775415340169,155.15185763888888,56.0,1.659,161.0,40.00086970813053,-104.9999963427813,1622.2,153.0,246.0,,,37.89,Simulated external core-temperature sensor,56.0,10.046212577858148,False,False,False,False,False,4.0
56.5,2.5248289108276367,21.31230902777778,5933.19692047526,154.8790625,56.5,1.659,161.0,40.00086970813053,-104.9999963427813,1622.2,153.0,246.0,,,37.89,Simulated external core-temperature sensor,56.0,10.046212577858148,False,False,False,False,False,4.0
57.0,3.141508102416992,22.014288194444443,5881.790982768795,154.02953125,57.0,1.673,160.0,40.00088473442655,-105.0000030085663,1622.5,153.0,242.0,,,37.9,Simulated external core-temperature sensor,57.0,9.962143853357244,False,False,False,False,False,4.0
57.5,2.8996777534484863,23.597083333333334,6252.04043150921,151.51633680555557,57.5,1.673,160.0,40.00088473442655,-105.0000030085663,1622.5,153.0,242.0,,,37.9,Simulated external core-temperature sensor,57.0,9.962143853357244,False,False,False,False,False,4.0
58.0,5.64517879486084,24.909913194444446,6073.058630895243,150.6123263888889,58.0,1.686,159.0,40.000899883219546,-105.00000966506798,1622.7,154.0,239.0,,,37.9,Simulated external core-temperature sensor,58.0,9.88533017002768,False,False,False,False,False,3.0
58.5,4.888533592224121,25.233506944444443,6410.728953548177,149.34204861111112,58.5,1.686,159.0,40.000899883219546,-105.00000966506798,1622.7,154.0,239.0,,,37.9,Simulated external core-temperature sensor,58.0,9.88533017002768,False,False,False,False,False,3.0
59.0,3.695650100708008,25.210329861111113,6644.137617361111,149.4893923611111,59.0,1.7,158.0,40.00091515450952,-105.00001629174687,1623.0,154.0,235.0,,,37.9,Simulated external core-temperature sensor,59.0,9.803921568627452,False,False,False,False,False,3.0
59.5,4.967903137207031,26.829965277777777,6698.304448687066,150.16671875,59.5,1.7,158.0,40.00091515450952,-105.00001629174687,1623.0,154.0,235.0,,,37.9,Simulated external core-temperature sensor,59.0,9.803921568627452,False,False,False,False,False,3.0
